"Depth_meter","Water_Temperature_celsius","datetime"
0.15,21.6657669080169,2009-08-20 20:05:55
0.1,21.6757084117724,2009-08-20 20:05:55
0.05,21.6670645709252,2009-08-20 20:05:55
0.3,21.4926277726266,2009-08-20 20:06:05
0.25,21.5455298054188,2009-08-20 20:06:05
0.2,21.5526955771816,2009-08-20 20:06:05
0.15,21.609873592522,2009-08-20 20:06:05
0.1,21.6166655550061,2009-08-20 20:06:05
0.05,21.6233354134924,2009-08-20 20:06:05
0.3,21.419121942435,2009-08-20 20:06:15
0.25,21.4820289792761,2009-08-20 20:06:15
0.2,21.4997056903201,2009-08-20 20:06:15
0.15,21.5331249572314,2009-08-20 20:06:15
0.1,21.5465160397814,2009-08-20 20:06:15
0.05,21.5109290274718,2009-08-20 20:06:15
0.3,21.3296178847725,2009-08-20 20:06:25
0.25,21.4032818183721,2009-08-20 20:06:25
0.2,21.4152627914931,2009-08-20 20:06:25
0.15,21.4924502121194,2009-08-20 20:06:25
0.1,21.4887587656381,2009-08-20 20:06:25
0.05,21.4793127658966,2009-08-20 20:06:25
0.3,21.2713280901929,2009-08-20 20:06:35
0.25,21.3319691101875,2009-08-20 20:06:35
0.2,21.3627916572661,2009-08-20 20:06:35
0.15,21.4168624105837,2009-08-20 20:06:35
0.1,21.4267569279441,2009-08-20 20:06:35
0.05,21.4369598235221,2009-08-20 20:06:35
0.3,21.1852176521146,2009-08-20 20:06:45
0.25,21.2716119833593,2009-08-20 20:06:45
0.2,21.2969733196584,2009-08-20 20:06:45
0.15,21.361200925853,2009-08-20 20:06:45
0.1,21.3641422758283,2009-08-20 20:06:45
0.05,21.3769679290352,2009-08-20 20:06:45
0.3,21.1260293198825,2009-08-20 20:06:55
0.25,21.2191516340237,2009-08-20 20:06:55
0.2,21.2284387680186,2009-08-20 20:06:55
0.15,21.2824558865893,2009-08-20 20:06:55
0.1,21.2872760746375,2009-08-20 20:06:55
0.05,21.3133175430502,2009-08-20 20:06:55
0.3,21.1012775963954,2009-08-20 20:07:05
0.25,21.1732077354815,2009-08-20 20:07:05
0.2,21.1965378674487,2009-08-20 20:07:05
0.15,21.2293878329283,2009-08-20 20:07:05
0.1,21.2393563311529,2009-08-20 20:07:05
0.05,21.2288204716685,2009-08-20 20:07:05
0.3,21.0403783872823,2009-08-20 20:07:15
0.25,21.11387047809,2009-08-20 20:07:15
0.2,21.1379371971635,2009-08-20 20:07:15
0.15,21.1877853160224,2009-08-20 20:07:15
0.1,21.1916792186774,2009-08-20 20:07:15
0.05,21.1974602043669,2009-08-20 20:07:15
0.3,21.0083620364697,2009-08-20 20:07:25
0.25,21.0528551743294,2009-08-20 20:07:25
0.2,21.0837373090702,2009-08-20 20:07:25
0.15,21.1397962351207,2009-08-20 20:07:25
0.1,21.1462966270595,2009-08-20 20:07:25
0.05,21.1487525944678,2009-08-20 20:07:25
0.3,20.9621768423621,2009-08-20 20:07:35
0.25,20.9963471032889,2009-08-20 20:07:35
0.2,21.0275648736144,2009-08-20 20:07:35
0.15,21.0850384003996,2009-08-20 20:07:35
0.1,21.0929765617241,2009-08-20 20:07:35
0.05,21.1059473274764,2009-08-20 20:07:35
0.3,20.9125860477939,2009-08-20 20:07:45
0.25,20.9605090292487,2009-08-20 20:07:45
0.2,20.9888904708235,2009-08-20 20:07:45
0.15,21.0375404898978,2009-08-20 20:07:45
0.1,21.0409436087318,2009-08-20 20:07:45
0.05,21.0390245886841,2009-08-20 20:07:45
0.3,20.9104232639758,2009-08-20 20:07:55
0.25,20.9221246271048,2009-08-20 20:07:55
0.2,20.954646618815,2009-08-20 20:07:55
0.15,21.0014934349272,2009-08-20 20:07:55
0.1,21.0033889522643,2009-08-20 20:07:55
0.05,21.003688863929,2009-08-20 20:07:55
0.3,20.867498295417,2009-08-20 20:08:05
0.25,20.8717141854423,2009-08-20 20:08:05
0.2,20.9067652849214,2009-08-20 20:08:05
0.15,20.9598138246805,2009-08-20 20:08:05
0.1,20.9558308282312,2009-08-20 20:08:05
0.05,20.9577229594367,2009-08-20 20:08:05
0.3,20.8283418639998,2009-08-20 20:08:15
0.25,20.8318924569751,2009-08-20 20:08:15
0.2,20.8737485720109,2009-08-20 20:08:15
0.15,20.9196243490158,2009-08-20 20:08:15
0.1,20.9089463289622,2009-08-20 20:08:15
0.05,20.9023791467918,2009-08-20 20:08:15
0.3,20.7930987100872,2009-08-20 20:08:25
0.25,20.793404652816,2009-08-20 20:08:25
0.2,20.8351176794699,2009-08-20 20:08:25
0.15,20.8846744566739,2009-08-20 20:08:25
0.1,20.8794067119065,2009-08-20 20:08:25
0.05,20.8314841179862,2009-08-20 20:08:25
0.3,20.7639090006149,2009-08-20 20:08:35
0.25,20.7676022017448,2009-08-20 20:08:35
0.2,20.8047738409786,2009-08-20 20:08:35
0.15,20.8438444063598,2009-08-20 20:08:35
0.1,20.8477244529154,2009-08-20 20:08:35
0.05,20.8592519944687,2009-08-20 20:08:35
0.3,20.7483517653887,2009-08-20 20:08:45
0.25,20.744368603102,2009-08-20 20:08:45
0.2,20.783309313024,2009-08-20 20:08:45
0.15,20.8279910709802,2009-08-20 20:08:45
0.1,20.8316321193636,2009-08-20 20:08:45
0.05,20.8251513403373,2009-08-20 20:08:45
0.3,20.7387808309082,2009-08-20 20:08:55
0.25,20.7264316785174,2009-08-20 20:08:55
0.2,20.7627526770177,2009-08-20 20:08:55
0.15,20.8084032880208,2009-08-20 20:08:55
0.1,20.8078432115447,2009-08-20 20:08:55
0.05,20.8030060466556,2009-08-20 20:08:55
0.3,20.6917981570366,2009-08-20 20:09:05
0.25,20.7096033581443,2009-08-20 20:09:05
0.2,20.7522881686197,2009-08-20 20:09:05
0.15,20.7962570021384,2009-08-20 20:09:05
0.1,20.7958416720943,2009-08-20 20:09:05
0.05,20.7896733217555,2009-08-20 20:09:05
0.3,20.6788519851552,2009-08-20 20:09:15
0.25,20.7084403392882,2009-08-20 20:09:15
0.2,20.76491879389,2009-08-20 20:09:15
0.15,20.7914213154526,2009-08-20 20:09:15
0.1,20.7902935565888,2009-08-20 20:09:15
0.05,20.7987487973948,2009-08-20 20:09:15
0.3,20.7296719123914,2009-08-20 20:09:25
0.25,20.7115686874902,2009-08-20 20:09:25
0.2,20.7443400974915,2009-08-20 20:09:25
0.15,20.7799039353459,2009-08-20 20:09:25
0.1,20.7752980919296,2009-08-20 20:09:25
0.05,20.7762534486542,2009-08-20 20:09:25
0.3,20.7049419751713,2009-08-20 20:09:35
0.25,20.7099910399593,2009-08-20 20:09:35
0.2,20.7532484538025,2009-08-20 20:09:35
0.15,20.7807796209136,2009-08-20 20:09:35
0.1,20.785034161989,2009-08-20 20:09:35
0.05,20.7905865992186,2009-08-20 20:09:35
0.3,20.6879643838411,2009-08-20 20:09:45
0.25,20.7276973395352,2009-08-20 20:09:45
0.2,20.7610511363043,2009-08-20 20:09:45
0.15,20.7886134641077,2009-08-20 20:09:45
0.1,20.7905983845926,2009-08-20 20:09:45
0.05,20.7874898913237,2009-08-20 20:09:45
0.3,20.7010911514153,2009-08-20 20:09:55
0.25,20.7444763469396,2009-08-20 20:09:55
0.2,20.7757657876101,2009-08-20 20:09:55
0.15,20.8030784357519,2009-08-20 20:09:55
0.1,20.8068397515368,2009-08-20 20:09:55
0.05,20.8118414285239,2009-08-20 20:09:55
0.3,20.7024938844389,2009-08-20 20:10:05
0.25,20.7652741664026,2009-08-20 20:10:05
0.2,20.7953175633113,2009-08-20 20:10:05
0.15,20.8158948028592,2009-08-20 20:10:05
0.1,20.8209563646149,2009-08-20 20:10:05
0.05,20.8250673265298,2009-08-20 20:10:05
0.3,20.7784289520794,2009-08-20 20:10:15
0.25,20.8089006337596,2009-08-20 20:10:15
0.2,20.8378966452921,2009-08-20 20:10:15
0.15,20.8740358365968,2009-08-20 20:10:15
0.1,20.888761089591,2009-08-20 20:10:15
0.05,20.9127543545467,2009-08-20 20:10:15
0.3,20.8359671106346,2009-08-20 20:10:25
0.25,20.9154917496326,2009-08-20 20:10:25
0.2,20.9577168502876,2009-08-20 20:10:25
0.15,20.9983958136186,2009-08-20 20:10:25
0.1,21.0376813354752,2009-08-20 20:10:25
0.05,21.3038589906794,2009-08-20 20:10:25
0.3,20.7868941494239,2009-08-20 20:10:35
0.25,21.06666905816,2009-08-20 20:10:35
0.2,21.1103328616982,2009-08-20 20:10:35
0.15,21.1664352792322,2009-08-20 20:10:35
0.1,21.2672098758554,2009-08-20 20:10:35
0.05,21.7923017674983,2009-08-20 20:10:35
0.3,20.8337310004883,2009-08-20 20:10:45
0.25,21.2318719701097,2009-08-20 20:10:45
0.2,21.2864160327884,2009-08-20 20:10:45
0.15,21.3477091495959,2009-08-20 20:10:45
0.1,21.5009060054794,2009-08-20 20:10:45
0.05,22.3278511189571,2009-08-20 20:10:45
0.3,20.8922218993766,2009-08-20 20:10:55
0.25,21.4022043591219,2009-08-20 20:10:55
0.2,21.4690959635448,2009-08-20 20:10:55
0.15,21.5341916995814,2009-08-20 20:10:55
0.1,21.7486428710069,2009-08-20 20:10:55
0.05,22.8611693698575,2009-08-20 20:10:55
0.3,20.9664897777253,2009-08-20 20:11:05
0.25,21.5788291673257,2009-08-20 20:11:05
0.2,21.6578653949145,2009-08-20 20:11:05
0.15,21.7271476969632,2009-08-20 20:11:05
0.1,21.9755078159144,2009-08-20 20:11:05
0.05,23.3013714514306,2009-08-20 20:11:05
0.3,21.0533671336448,2009-08-20 20:11:15
0.25,21.7653983146614,2009-08-20 20:11:15
0.2,21.8462499935088,2009-08-20 20:11:15
0.15,21.9207489989864,2009-08-20 20:11:15
0.1,22.1899510454223,2009-08-20 20:11:15
0.05,23.6807950700871,2009-08-20 20:11:15
0.3,21.1570157372446,2009-08-20 20:11:25
0.25,21.9557243998257,2009-08-20 20:11:25
0.2,22.0400724174753,2009-08-20 20:11:25
0.15,22.1203241542075,2009-08-20 20:11:25
0.1,22.4078753190183,2009-08-20 20:11:25
0.05,24.148169463234,2009-08-20 20:11:25
0.3,21.2864652727745,2009-08-20 20:11:35
0.25,22.1505184126919,2009-08-20 20:11:35
0.2,22.2391534732457,2009-08-20 20:11:35
0.15,22.3289544029251,2009-08-20 20:11:35
0.1,22.6526470942898,2009-08-20 20:11:35
0.05,24.6741142988564,2009-08-20 20:11:35
0.3,21.4299664699857,2009-08-20 20:11:45
0.25,22.3515847025332,2009-08-20 20:11:45
0.2,22.4405418091047,2009-08-20 20:11:45
0.15,22.5418340690728,2009-08-20 20:11:45
0.1,22.9089760300864,2009-08-20 20:11:45
0.05,24.9910181206785,2009-08-20 20:11:45
0.3,21.5896215084438,2009-08-20 20:11:55
0.25,22.5539070017563,2009-08-20 20:11:55
0.2,22.6453069117363,2009-08-20 20:11:55
0.15,22.7567187480088,2009-08-20 20:11:55
0.1,23.1704426365467,2009-08-20 20:11:55
0.05,25.293270087982,2009-08-20 20:11:55
0.3,21.7594452447809,2009-08-20 20:12:05
0.25,22.7633165308746,2009-08-20 20:12:05
0.2,22.8522247217208,2009-08-20 20:12:05
0.15,22.9761026294325,2009-08-20 20:12:05
0.1,23.3849355672501,2009-08-20 20:12:05
0.05,25.4790777198069,2009-08-20 20:12:05
0.3,21.9079366123944,2009-08-20 20:12:15
0.25,22.9683760096341,2009-08-20 20:12:15
0.2,23.0687744326941,2009-08-20 20:12:15
0.15,23.2004877414747,2009-08-20 20:12:15
0.1,23.7532546349851,2009-08-20 20:12:15
0.05,25.8849554204202,2009-08-20 20:12:15
0.3,22.0731332504044,2009-08-20 20:12:25
0.25,23.179823975046,2009-08-20 20:12:25
0.2,23.3135686342072,2009-08-20 20:12:25
0.15,23.5168880918425,2009-08-20 20:12:25
0.1,24.2375145540227,2009-08-20 20:12:25
0.05,25.8307142093299,2009-08-20 20:12:25
0.3,22.2710151394184,2009-08-20 20:12:35
0.25,23.398078943936,2009-08-20 20:12:35
0.2,23.5005565157146,2009-08-20 20:12:35
0.15,23.6961250149966,2009-08-20 20:12:35
0.1,24.242211547214,2009-08-20 20:12:35
0.05,26.0542284655099,2009-08-20 20:12:35
0.3,22.4534923896672,2009-08-20 20:12:45
0.25,23.6071463259948,2009-08-20 20:12:45
0.2,23.7722320466037,2009-08-20 20:12:45
0.15,24.080341391446,2009-08-20 20:12:45
0.1,24.7799642793961,2009-08-20 20:12:45
0.05,26.5245695284829,2009-08-20 20:12:45
0.3,22.6641248287276,2009-08-20 20:12:55
0.25,23.8162377550102,2009-08-20 20:12:55
0.2,23.9783655623331,2009-08-20 20:12:55
0.15,24.2780820296045,2009-08-20 20:12:55
0.1,24.9898724779451,2009-08-20 20:12:55
0.05,26.7374573873868,2009-08-20 20:12:55
0.3,22.8627639125563,2009-08-20 20:13:05
0.25,24.0313471258169,2009-08-20 20:13:05
0.2,24.2190546588994,2009-08-20 20:13:05
0.15,24.5584272524354,2009-08-20 20:13:05
0.1,25.3668645811213,2009-08-20 20:13:05
0.05,26.9363665209265,2009-08-20 20:13:05
0.3,23.0550185752552,2009-08-20 20:13:15
0.25,24.2507795808616,2009-08-20 20:13:15
0.2,24.4494361190332,2009-08-20 20:13:15
0.15,24.7888846116062,2009-08-20 20:13:15
0.1,25.6371119120119,2009-08-20 20:13:15
0.05,27.3425729513355,2009-08-20 20:13:15
0.3,23.2583668115898,2009-08-20 20:13:25
0.25,24.465901413722,2009-08-20 20:13:25
0.2,24.6795007670111,2009-08-20 20:13:25
0.15,25.0391583207322,2009-08-20 20:13:25
0.1,25.8055349130969,2009-08-20 20:13:25
0.05,27.714528596039,2009-08-20 20:13:25
0.3,23.4815416160877,2009-08-20 20:13:35
0.25,24.6799010397647,2009-08-20 20:13:35
0.2,24.9013983021021,2009-08-20 20:13:35
0.15,25.302242612308,2009-08-20 20:13:35
0.1,26.0847726751796,2009-08-20 20:13:35
0.05,27.4307654052413,2009-08-20 20:13:35
0.3,23.6314042689308,2009-08-20 20:13:45
0.25,24.890759425097,2009-08-20 20:13:45
0.2,25.1741845390504,2009-08-20 20:13:45
0.15,25.6806367475782,2009-08-20 20:13:45
0.1,27.0535054324766,2009-08-20 20:13:45
0.05,27.5435811914293,2009-08-20 20:13:45
0.3,23.8474758098823,2009-08-20 20:13:55
0.25,25.105480246618,2009-08-20 20:13:55
0.2,25.3946697575574,2009-08-20 20:13:55
0.15,25.8984484969835,2009-08-20 20:13:55
0.1,26.8627376480612,2009-08-20 20:13:55
0.05,27.8670364998185,2009-08-20 20:13:55
0.3,24.0192961509308,2009-08-20 20:14:05
0.25,25.3144930658638,2009-08-20 20:14:05
0.2,25.6317339581884,2009-08-20 20:14:05
0.15,26.2035235056361,2009-08-20 20:14:05
0.1,27.2523334170937,2009-08-20 20:14:05
0.05,27.9445611167559,2009-08-20 20:14:05
0.3,24.2000393156332,2009-08-20 20:14:15
0.25,25.5178625654081,2009-08-20 20:14:15
0.2,25.832658259081,2009-08-20 20:14:15
0.15,26.3827687587126,2009-08-20 20:14:15
0.1,27.3402613102056,2009-08-20 20:14:15
0.05,28.3851179581251,2009-08-20 20:14:15
0.3,24.3717814793016,2009-08-20 20:14:25
0.25,25.727536003192,2009-08-20 20:14:25
0.2,26.0979493734332,2009-08-20 20:14:25
0.15,26.7018080117015,2009-08-20 20:14:25
0.1,27.6667186783227,2009-08-20 20:14:25
0.05,28.6178499116939,2009-08-20 20:14:25
0.3,24.541372316758,2009-08-20 20:14:35
0.25,25.9312631587648,2009-08-20 20:14:35
0.2,26.3399524769588,2009-08-20 20:14:35
0.15,26.9961365927031,2009-08-20 20:14:35
0.1,27.882640303613,2009-08-20 20:14:35
0.05,28.5631061901038,2009-08-20 20:14:35
0.3,24.7154967074735,2009-08-20 20:14:45
0.25,26.1173929214941,2009-08-20 20:14:45
0.2,26.5211575414862,2009-08-20 20:14:45
0.15,27.2062556150029,2009-08-20 20:14:45
0.1,28.2326951105165,2009-08-20 20:14:45
0.05,29.0736339608333,2009-08-20 20:14:45
0.3,24.8810881327366,2009-08-20 20:14:55
0.25,26.3173841757082,2009-08-20 20:14:55
0.2,26.7494217114003,2009-08-20 20:14:55
0.15,27.4584127218004,2009-08-20 20:14:55
0.1,28.4004117277688,2009-08-20 20:14:55
0.05,29.2200845004835,2009-08-20 20:14:55
0.3,25.0242641328458,2009-08-20 20:15:05
0.25,26.505372716672,2009-08-20 20:15:05
0.2,26.9744922732237,2009-08-20 20:15:05
0.15,27.7250309459919,2009-08-20 20:15:05
0.1,28.6512171543383,2009-08-20 20:15:05
0.05,29.3517506798337,2009-08-20 20:15:05
0.3,25.1800835939942,2009-08-20 20:15:15
0.25,26.6853235452386,2009-08-20 20:15:15
0.2,27.171403308252,2009-08-20 20:15:15
0.15,27.9326955775685,2009-08-20 20:15:15
0.1,28.8785915598535,2009-08-20 20:15:15
0.05,29.4330326714808,2009-08-20 20:15:15
0.3,25.3182422376452,2009-08-20 20:15:25
0.25,26.8693399897348,2009-08-20 20:15:25
0.2,27.3885181827332,2009-08-20 20:15:25
0.15,28.1396614680583,2009-08-20 20:15:25
0.1,29.0009098963801,2009-08-20 20:15:25
0.05,29.531317667333,2009-08-20 20:15:25
0.3,25.4598741420058,2009-08-20 20:15:35
0.25,27.0329661150963,2009-08-20 20:15:35
0.2,27.5661290873788,2009-08-20 20:15:35
0.15,28.356928652506,2009-08-20 20:15:35
0.1,29.2099569369626,2009-08-20 20:15:35
0.05,29.6426917670066,2009-08-20 20:15:35
0.3,25.6012464855921,2009-08-20 20:15:45
0.25,27.1962703398093,2009-08-20 20:15:45
0.2,27.7729466170149,2009-08-20 20:15:45
0.15,28.5925992010925,2009-08-20 20:15:45
0.1,29.425070349709,2009-08-20 20:15:45
0.05,29.8309188836984,2009-08-20 20:15:45
0.3,25.7441859957893,2009-08-20 20:15:55
0.25,27.348940604027,2009-08-20 20:15:55
0.2,27.9368225114937,2009-08-20 20:15:55
0.15,28.7403290039816,2009-08-20 20:15:55
0.1,29.5946895454368,2009-08-20 20:15:55
0.05,30.0183913131418,2009-08-20 20:15:55
0.3,25.8490535781286,2009-08-20 20:16:05
0.25,27.5107274673766,2009-08-20 20:16:05
0.2,28.1406381112886,2009-08-20 20:16:05
0.15,29.019174558511,2009-08-20 20:16:05
0.1,29.7513513474066,2009-08-20 20:16:05
0.05,30.1456075836236,2009-08-20 20:16:05
0.3,25.9749083424103,2009-08-20 20:16:15
0.25,27.6197664878121,2009-08-20 20:16:15
0.2,28.2243163008405,2009-08-20 20:16:15
0.15,28.9991462596237,2009-08-20 20:16:15
0.1,29.6712188599446,2009-08-20 20:16:15
0.05,29.9609059214239,2009-08-20 20:16:15
0.3,26.0738900861966,2009-08-20 20:16:25
0.25,27.7990014288344,2009-08-20 20:16:25
0.2,28.4913844170356,2009-08-20 20:16:25
0.15,29.2698542234401,2009-08-20 20:16:25
0.1,29.7788277330098,2009-08-20 20:16:25
0.05,30.0387348501759,2009-08-20 20:16:25
0.3,26.1456437894586,2009-08-20 20:16:35
0.25,27.8668936693055,2009-08-20 20:16:35
0.2,28.539090245755,2009-08-20 20:16:35
0.15,29.3080077027135,2009-08-20 20:16:35
0.1,29.8228490237462,2009-08-20 20:16:35
0.05,29.9519837679161,2009-08-20 20:16:35
0.3,26.1345937203295,2009-08-20 20:16:45
0.25,27.9704595692091,2009-08-20 20:16:45
0.2,28.7789336899902,2009-08-20 20:16:45
0.15,29.6802374882671,2009-08-20 20:16:45
0.1,29.7803263702945,2009-08-20 20:16:45
0.05,29.7982712256986,2009-08-20 20:16:45
0.3,26.1237853933033,2009-08-20 20:16:55
0.25,27.9988514794558,2009-08-20 20:16:55
0.2,28.8632025757794,2009-08-20 20:16:55
0.15,29.6710768823592,2009-08-20 20:16:55
0.1,29.7742447987321,2009-08-20 20:16:55
0.05,29.6823754415757,2009-08-20 20:16:55
0.3,26.1227507415817,2009-08-20 20:17:05
0.25,28.0269713596026,2009-08-20 20:17:05
0.2,28.9486580690648,2009-08-20 20:17:05
0.15,29.5884441500842,2009-08-20 20:17:05
0.1,29.6616020779617,2009-08-20 20:17:05
0.05,29.6508601405706,2009-08-20 20:17:05
0.3,26.0998385849775,2009-08-20 20:17:15
0.25,28.0118240216326,2009-08-20 20:17:15
0.2,29.0495750431265,2009-08-20 20:17:15
0.15,29.5178354173828,2009-08-20 20:17:15
0.1,29.5357620927607,2009-08-20 20:17:15
0.05,29.469585077305,2009-08-20 20:17:15
0.3,26.0788552072963,2009-08-20 20:17:25
0.25,28.0217987018061,2009-08-20 20:17:25
0.2,29.0518485421189,2009-08-20 20:17:25
0.15,29.4019505325118,2009-08-20 20:17:25
0.1,29.4218660818798,2009-08-20 20:17:25
0.05,29.4245323156779,2009-08-20 20:17:25
0.3,26.0467193440514,2009-08-20 20:17:35
0.25,28.0042798397584,2009-08-20 20:17:35
0.2,29.0872825286947,2009-08-20 20:17:35
0.15,29.297765668397,2009-08-20 20:17:35
0.1,29.311429307389,2009-08-20 20:17:35
0.05,29.3211678297088,2009-08-20 20:17:35
0.3,26.0219987075583,2009-08-20 20:17:45
0.25,27.9787725801399,2009-08-20 20:17:45
0.2,29.008974174479,2009-08-20 20:17:45
0.15,29.198284341286,2009-08-20 20:17:45
0.1,29.1966652983882,2009-08-20 20:17:45
0.05,29.1686358584529,2009-08-20 20:17:45
0.3,25.9976127098731,2009-08-20 20:17:55
0.25,27.9783240213746,2009-08-20 20:17:55
0.2,28.9342505535174,2009-08-20 20:17:55
0.15,29.0878284922924,2009-08-20 20:17:55
0.1,29.0901563042278,2009-08-20 20:17:55
0.05,29.0997262177016,2009-08-20 20:17:55
0.3,25.971146173397,2009-08-20 20:18:05
0.25,27.9918686849381,2009-08-20 20:18:05
0.2,28.8242107684513,2009-08-20 20:18:05
0.15,28.9686293792395,2009-08-20 20:18:05
0.1,28.9817406193966,2009-08-20 20:18:05
0.05,28.8907368530066,2009-08-20 20:18:05
0.3,25.947792619598,2009-08-20 20:18:15
0.25,27.9463030038071,2009-08-20 20:18:15
0.2,28.7505971076298,2009-08-20 20:18:15
0.15,28.8428779129637,2009-08-20 20:18:15
0.1,28.8663657742707,2009-08-20 20:18:15
0.05,28.8842681073711,2009-08-20 20:18:15
0.3,25.9208646338743,2009-08-20 20:18:25
0.25,27.9330721703814,2009-08-20 20:18:25
0.2,28.6336356828031,2009-08-20 20:18:25
0.15,28.7385614997288,2009-08-20 20:18:25
0.1,28.7494959297258,2009-08-20 20:18:25
0.05,28.6996173602636,2009-08-20 20:18:25
0.3,25.902321528644,2009-08-20 20:18:35
0.25,27.9480592028618,2009-08-20 20:18:35
0.2,28.5512944548715,2009-08-20 20:18:35
0.15,28.6152253784549,2009-08-20 20:18:35
0.1,28.6293725731965,2009-08-20 20:18:35
0.05,28.6106512208108,2009-08-20 20:18:35
0.3,25.8812145056269,2009-08-20 20:18:45
0.25,27.8616158791181,2009-08-20 20:18:45
0.2,28.426726956696,2009-08-20 20:18:45
0.15,28.4972613115089,2009-08-20 20:18:45
0.1,28.5008376216188,2009-08-20 20:18:45
0.05,28.4713454517583,2009-08-20 20:18:45
0.3,25.862406788552,2009-08-20 20:18:55
0.25,27.7936699625691,2009-08-20 20:18:55
0.2,28.3167141796985,2009-08-20 20:18:55
0.15,28.394508134958,2009-08-20 20:18:55
0.1,28.3618318104029,2009-08-20 20:18:55
0.05,28.3827031173872,2009-08-20 20:18:55
0.3,25.8444566311901,2009-08-20 20:19:05
0.25,27.7475235553233,2009-08-20 20:19:05
0.2,28.2045412076459,2009-08-20 20:19:05
0.15,28.281138566008,2009-08-20 20:19:05
0.1,28.2913633856362,2009-08-20 20:19:05
0.05,28.289125583798,2009-08-20 20:19:05
0.3,25.828867084613,2009-08-20 20:19:15
0.25,27.6650692331498,2009-08-20 20:19:15
0.2,28.1033358272729,2009-08-20 20:19:15
0.15,28.13866842412,2009-08-20 20:19:15
0.1,28.179027837483,2009-08-20 20:19:15
0.05,28.162931845574,2009-08-20 20:19:15
0.3,25.8080649395515,2009-08-20 20:19:25
0.25,27.610107446796,2009-08-20 20:19:25
0.2,27.9909556495841,2009-08-20 20:19:25
0.15,28.0525676187738,2009-08-20 20:19:25
0.1,28.0496747090173,2009-08-20 20:19:25
0.05,28.0210246796778,2009-08-20 20:19:25
0.3,25.7960215464751,2009-08-20 20:19:35
0.25,27.5429626113819,2009-08-20 20:19:35
0.2,27.8851342625962,2009-08-20 20:19:35
0.15,27.9301037502428,2009-08-20 20:19:35
0.1,27.9491323150346,2009-08-20 20:19:35
0.05,27.9572645689893,2009-08-20 20:19:35
0.3,25.7724126878076,2009-08-20 20:19:45
0.25,27.4595036754673,2009-08-20 20:19:45
0.2,27.7723535127978,2009-08-20 20:19:45
0.15,27.8338802290926,2009-08-20 20:19:45
0.1,27.8328376719809,2009-08-20 20:19:45
0.05,27.8469811588586,2009-08-20 20:19:45
0.3,25.7526315322277,2009-08-20 20:19:55
0.25,27.3681439381596,2009-08-20 20:19:55
0.2,27.6635665646806,2009-08-20 20:19:55
0.15,27.7053669170975,2009-08-20 20:19:55
0.1,27.7239580861281,2009-08-20 20:19:55
0.05,27.739245207456,2009-08-20 20:19:55
0.3,25.7272933245175,2009-08-20 20:20:05
0.25,27.2834058004545,2009-08-20 20:20:05
0.2,27.5546369749922,2009-08-20 20:20:05
0.15,27.61182923129,2009-08-20 20:20:05
0.1,27.6272229713559,2009-08-20 20:20:05
0.05,27.6290738604059,2009-08-20 20:20:05
0.3,25.6963354719791,2009-08-20 20:20:15
0.25,27.1717812135827,2009-08-20 20:20:15
0.2,27.4395754157152,2009-08-20 20:20:15
0.15,27.4799105826108,2009-08-20 20:20:15
0.1,27.5000822286947,2009-08-20 20:20:15
0.05,27.5079990748749,2009-08-20 20:20:15
0.3,25.6642297741839,2009-08-20 20:20:25
0.25,27.0713606945959,2009-08-20 20:20:25
0.2,27.3276228223026,2009-08-20 20:20:25
0.15,27.3715473125151,2009-08-20 20:20:25
0.1,27.3845269995711,2009-08-20 20:20:25
0.05,27.3052340503935,2009-08-20 20:20:25
0.3,25.6244421657253,2009-08-20 20:20:35
0.25,26.9608151292201,2009-08-20 20:20:35
0.2,27.2111001637093,2009-08-20 20:20:35
0.15,27.240570366328,2009-08-20 20:20:35
0.1,27.2145988112198,2009-08-20 20:20:35
0.05,27.1833166667759,2009-08-20 20:20:35
0.3,25.5929332472386,2009-08-20 20:20:45
0.25,26.8598529941045,2009-08-20 20:20:45
0.2,27.086737408604,2009-08-20 20:20:45
0.15,27.1262418148341,2009-08-20 20:20:45
0.1,27.1024986410363,2009-08-20 20:20:45
0.05,27.1082209292527,2009-08-20 20:20:45
0.3,25.5545624739628,2009-08-20 20:20:55
0.25,26.7413412785025,2009-08-20 20:20:55
0.2,26.9754183626227,2009-08-20 20:20:55
0.15,26.9832884357327,2009-08-20 20:20:55
0.1,26.9509205128873,2009-08-20 20:20:55
0.05,26.9331411375136,2009-08-20 20:20:55
0.3,25.5132323081338,2009-08-20 20:21:05
0.25,26.6427509522875,2009-08-20 20:21:05
0.2,26.8447406315826,2009-08-20 20:21:05
0.15,26.8688138686213,2009-08-20 20:21:05
0.1,26.8776200998141,2009-08-20 20:21:05
0.05,26.8202912076707,2009-08-20 20:21:05
0.3,25.4703251983715,2009-08-20 20:21:15
0.25,26.5392374011369,2009-08-20 20:21:15
0.2,26.7180757768858,2009-08-20 20:21:15
0.15,26.7451272017367,2009-08-20 20:21:15
0.1,26.7601649116095,2009-08-20 20:21:15
0.05,26.5806911659759,2009-08-20 20:21:15
0.3,25.4295247781654,2009-08-20 20:21:25
0.25,26.4418317646768,2009-08-20 20:21:25
0.2,26.6044214851552,2009-08-20 20:21:25
0.15,26.6263941803774,2009-08-20 20:21:25
0.1,26.619336716387,2009-08-20 20:21:25
0.05,26.6262469736324,2009-08-20 20:21:25
